EVENT,VALUE,VALUE_IDX,ENCODING
Note-On,62,62,62
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,34,34,227
Note-Velocity,19,19,147
Note-On,64,64,64
Note-Duration,6,6,165
Position,40,40,233
Note-Velocity,14,14,142
Note-On,65,65,65
Note-Duration,11,11,170
Position,48,48,241
Tempo-Class,2,2,259
Tempo,127.50,31,293
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,A,9,331
Chord-Type,m7b5,None,386
Chord-Slash,A,9,343
Position,9,9,202
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,23,23,151
Note-On,57,57,57
Note-Duration,5,5,164
Position,15,15,208
Note-Velocity,20,20,148
Note-On,61,61,61
Note-Duration,7,7,166
Position,16,16,209
Tempo-Class,3,3,260
Tempo,140.00,36,298
Position,25,25,218
Note-Velocity,20,20,148
Note-On,64,64,64
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,140.00,36,298
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,33,33,226
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,19,19,147
Note-On,57,57,57
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,130.00,32,294
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,9,9,168
Position,57,57,250
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,12,12,171
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,9,9,202
MLU-Type,line,0,398
MLU-Subtype,w,0,411
Note-Velocity,19,19,147
Note-On,52,52,52
Note-Duration,3,3,162
Position,12,12,205
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,3,3,162
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,4,4,163
Position,21,21,214
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,3,3,162
Position,24,24,217
Note-Velocity,17,17,145
Note-On,62,62,62
Note-Duration,3,3,162
Position,29,29,222
Note-Velocity,19,19,147
Note-On,63,63,63
Note-Duration,7,7,166
Position,32,32,225
Tempo-Class,3,3,260
Tempo,153.33,40,302
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,38,38,231
Note-Velocity,19,19,147
Note-On,61,61,61
Note-Duration,4,4,163
Position,43,43,236
Note-Velocity,18,18,146
Note-On,67,67,67
Note-Duration,4,4,163
Position,48,48,241
Tempo-Class,2,2,259
Tempo,125.00,30,292
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,2,2,161
Position,51,51,244
Note-Velocity,18,18,146
Note-On,64,64,64
Note-Duration,3,3,162
Position,55,55,248
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,3,3,162
Position,58,58,251
Note-Velocity,16,16,144
Note-On,64,64,64
Note-Duration,2,2,161
Position,61,61,254
Note-Velocity,18,18,146
Note-On,61,61,61
Note-Duration,4,4,163
Rep-End,1,1,445
Part-End,B,B,435
Part-Start,A,A,429
Rep-Start,3,3,441
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Position,3,3,196
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,2,2,161
Position,6,6,199
Note-Velocity,16,16,144
Note-On,58,58,58
Note-Duration,3,3,162
Position,10,10,203
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,4,4,163
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,32,32,225
Tempo-Class,3,3,260
Tempo,146.67,38,300
Chord-Tone,D,2,324
Chord-Type,7,None,368
Chord-Slash,D,2,336
Position,41,41,234
Phrase,0,0,393
MLU-Type,melody,0,399
Note-Velocity,18,18,146
Note-On,60,60,60
Note-Duration,31,31,190
Position,48,48,241
Tempo-Class,2,2,259
Tempo,132.50,33,295
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,8,8,201
Note-Velocity,18,18,146
Note-On,56,56,56
Note-Duration,2,2,161
Position,11,11,204
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,4,4,163
Position,15,15,208
Note-Velocity,17,17,145
Note-On,58,58,58
Note-Duration,5,5,164
Position,16,16,209
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,21,21,214
Note-Velocity,19,19,147
Note-On,60,60,60
Note-Duration,4,4,163
Position,26,26,219
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,3,3,260
Tempo,143.33,37,299
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,18,18,146
Note-On,55,55,55
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,G,7,329
Chord-Type,-7,None,357
Chord-Slash,G,7,341
Position,11,11,204
Phrase,0,0,393
MLU-Type,lick,0,397
MLU-Subtype,general,0,402
Note-Velocity,18,18,146
Note-On,48,48,48
Note-Duration,9,9,168
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,21,21,214
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,3,3,162
Position,26,26,219
Note-Velocity,18,18,146
Note-On,53,53,53
Note-Duration,2,2,161
Position,28,28,221
Note-Velocity,18,18,146
Note-On,57,57,57
Note-Duration,3,3,162
Position,31,31,224
Note-Velocity,21,21,149
Note-On,60,60,60
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Position,37,37,230
Note-Velocity,17,17,145
Note-On,57,57,57
Note-Duration,4,4,163
Position,41,41,234
Note-Velocity,15,15,143
Note-On,50,50,50
Note-Duration,4,4,163
Position,46,46,239
Note-Velocity,20,20,148
Note-On,52,52,52
Note-Duration,7,7,166
Position,48,48,241
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,53,53,246
Note-Velocity,22,22,150
Note-On,57,57,57
Note-Duration,6,6,165
Position,59,59,252
Note-Velocity,20,20,148
Note-On,56,56,56
Note-Duration,2,2,161
Position,62,62,255
Note-Velocity,20,20,148
Note-On,55,55,55
Note-Duration,3,3,162
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,132.50,33,295
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Position,3,3,196
Note-Velocity,18,18,146
Note-On,54,54,54
Note-Duration,4,4,163
Position,8,8,201
Note-Velocity,20,20,148
Note-On,53,53,53
Note-Duration,3,3,162
Position,11,11,204
Note-Velocity,19,19,147
Note-On,52,52,52
Note-Duration,3,3,162
Position,15,15,208
Note-Velocity,16,16,144
Note-On,51,51,51
Note-Duration,12,12,171
Position,16,16,209
Tempo-Class,2,2,259
Tempo,140.00,36,298
Position,32,32,225
Tempo-Class,3,3,260
Tempo,143.33,37,299
Position,42,42,235
Note-Velocity,17,17,145
Note-On,65,65,65
Note-Duration,20,20,179
Position,48,48,241
Tempo-Class,3,3,260
Tempo,140.00,36,298
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,F,5,327
Chord-Type,7,None,368
Chord-Slash,F,5,339
Note-Velocity,18,18,146
Note-On,63,63,63
Note-Duration,6,6,165
Position,7,7,200
Note-Velocity,18,18,146
Note-On,65,65,65
Note-Duration,10,10,169
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,19,19,212
Note-Velocity,11,11,139
Note-On,61,61,61
Note-Duration,2,2,161
Position,22,22,215
Note-Velocity,23,23,151
Note-On,62,62,62
Note-Duration,5,5,164
Position,28,28,221
Note-Velocity,22,22,150
Note-On,65,65,65
Note-Duration,3,3,162
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,34,34,227
Note-Velocity,22,22,150
Note-On,60,60,60
Note-Duration,14,14,173
Position,48,48,241
Tempo-Class,2,2,259
Tempo,137.50,35,297
Position,51,51,244
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,7,7,166
Position,59,59,252
Note-Velocity,24,24,152
Note-On,60,60,60
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,127.50,31,293
Chord-Tone,Bb,10,332
Chord-Type,6,None,365
Chord-Slash,Bb,10,344
Note-Velocity,16,16,144
Note-On,61,61,61
Note-Duration,14,14,173
Position,16,16,209
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,18,18,211
Note-Velocity,19,19,147
Note-On,58,58,58
Note-Duration,7,7,166
Position,25,25,218
Note-Velocity,20,20,148
Note-On,57,57,57
Note-Duration,1,1,160
Position,27,27,220
Note-Velocity,24,24,152
Note-On,55,55,55
Note-Duration,4,4,163
Position,32,32,225
Tempo-Class,2,2,259
Tempo,130.00,32,294
Chord-Tone,G,7,329
Chord-Type,m7b5,None,386
Chord-Slash,G,7,341
Position,47,47,240
Note-Velocity,26,26,154
Note-On,53,53,53
Note-Duration,10,10,169
Position,48,48,241
Tempo-Class,2,2,259
Tempo,132.50,33,295
Position,58,58,251
Note-Velocity,20,20,148
Note-On,51,51,51
Note-Duration,6,6,165
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,135.00,34,296
Chord-Tone,C,0,322
Chord-Type,7,None,368
Chord-Slash,C,0,334
Note-Velocity,25,25,153
Note-On,52,52,52
Note-Duration,9,9,168
Position,10,10,203
Note-Velocity,25,25,153
Note-On,61,61,61
Note-Duration,6,6,165
Position,16,16,209
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,17,17,210
Note-Velocity,26,26,154
Note-On,60,60,60
Note-Duration,8,8,167
Position,26,26,219
Note-Velocity,20,20,148
Note-On,58,58,58
Note-Duration,5,5,164
Position,32,32,225
Tempo-Class,2,2,259
Tempo,135.00,34,296
Position,33,33,226
Note-Velocity,25,25,153
Note-On,57,57,57
Note-Duration,8,8,167
Position,43,43,236
Note-Velocity,24,24,152
Note-On,52,52,52
Note-Duration,5,5,164
Position,48,48,241
Tempo-Class,2,2,259
Tempo,130.00,32,294
Note-Velocity,25,25,153
Note-On,53,53,53
Note-Duration,5,5,164
Position,54,54,247
Note-Velocity,21,21,149
Note-On,56,56,56
Note-Duration,4,4,163
Position,58,58,251
Note-Velocity,25,25,153
Note-On,60,60,60
Note-Duration,4,4,163
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,137.50,35,297
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
Position,1,1,194
Note-Velocity,19,19,147
Note-On,65,65,65
Note-Duration,15,15,174
Position,16,16,209
Tempo-Class,2,2,259
Tempo,130.00,32,294
Position,19,19,212
Note-Velocity,22,22,150
Note-On,63,63,63
Note-Duration,4,4,163
Position,27,27,220
Note-Velocity,17,17,145
Note-On,60,60,60
Note-Duration,22,22,181
Position,32,32,225
Tempo-Class,2,2,259
Tempo,127.50,31,293
Position,48,48,241
Tempo-Class,2,2,259
Tempo,122.50,29,291
Rep-End,3,3,447
Part-End,A,A,434
Bar,0,0,192
Position,0,0,193
Tempo-Class,2,2,259
Tempo,122.50,29,291
Chord-Tone,F,5,327
Chord-Type,6,None,365
Chord-Slash,F,5,339
